Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,day_of_week
2019-02-26,CADI,LL,WHI,Z569456,IL,10300 S. Doty,(773) 568-8495,2871535,Tuesday
2019-02-26,CHEV,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6951578,Tuesday
2019-02-26,CHEV,4D,GRY,BB12442,IL,10300 S. Doty,(773) 568-8495,2871504,Tuesday
2019-02-26,CHEV,4D,BLK,BB25371,IL,701 N. Sacramento,(773) 265-7605,6951570,Tuesday
2019-02-26,CHEV,4D,GRN,ZU55983,IL,701 N. Sacramento,(773) 265-7605,6951579,Tuesday
2019-02-26,CHEV,LL,WHI,AJ85682,IL,10300 S. Doty,(773) 568-8495,2871568,Tuesday
2019-02-26,CHEV,LL,TAN,AV76750,IL,10300 S. Doty,(773) 568-8495,2871513,Tuesday
2019-02-26,CHEV,LL,BLK,AW25969,IL,10300 S. Doty,(773) 568-8495,2871574,Tuesday
2019-02-26,CHEV,LL,TAN,AL14401,IL,10300 S. Doty,(773) 568-8495,2871498,Tuesday
2019-02-26,CHEV,PK,,,IL,10300 S. Doty,(773) 785-9752,1718990,Tuesday
2019-02-26,CHRY,VN,RED,COOLIT5,IL,701 N. Sacramento,(773) 265-7605,6951646,Tuesday
2019-02-26,CHRY,VN,WHI,,IL,701 N. Sacramento,(773) 265-7605,6951627,Tuesday
2019-02-26,DODG,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2871536,Tuesday
2019-02-26,DODG,VN,WHI,946669,IL,701 N. Sacramento,(773) 265-7605,6951621,Tuesday
2019-02-26,DODG,VN,WHI,20431C6,TX,701 N. Sacramento,(773) 265-7605,6951648,Tuesday
2019-02-26,DODG,VN,GRY,AG50810,IL,10300 S. Doty,(773) 568-8495,2871530,Tuesday
2019-02-26,FORD,4D,GRY,Q121155,IL,10300 S. Doty,(773) 568-8495,2871533,Tuesday
2019-02-26,FORD,4D,BLK,29821LY,IL,10300 S. Doty,(773) 568-8495,2871551,Tuesday
2019-02-26,FORD,4T,WHI,AZ76540,IL,701 N. Sacramento,(773) 265-7605,6951564,Tuesday
2019-02-26,FORD,LL,SIL,BA78903,IL,701 N. Sacramento,(773) 265-7605,6951647,Tuesday
2019-02-26,FORD,LL,RED,AV92724,IL,10300 S. Doty,(773) 568-8495,2871510,Tuesday
2019-02-26,FORD,LL,WHI,AL20607,IL,10300 S. Doty,(773) 568-8495,2871572,Tuesday
2019-02-26,FORD,LL,SIL,,IL,10300 S. Doty,(773) 568-8495,2871557,Tuesday
2019-02-26,FORD,LL,BLU,AS73674,IL,10300 S. Doty,(773) 568-8495,2871569,Tuesday
2019-02-26,FORD,LL,BLK,BB47814,IL,701 N. Sacramento,(773) 265-7605,6951555,Tuesday
2019-02-26,FORD,VN,RED,00212551,IL,701 N. Sacramento,(773) 265-7605,6951556,Tuesday
2019-02-26,GMC,LL,BRO,K124981,IL,10300 S. Doty,(773) 785-9752,1718991,Tuesday
2019-02-26,HOND,4D,BLK,AG70181,IL,10300 S. Doty,(773) 568-8495,2871587,Tuesday
2019-02-26,HOND,4D,BLK,AW19868,IL,10300 S. Doty,(773) 568-8495,2871556,Tuesday
2019-02-26,HOND,4D,WHI,601U153,IL,701 N. Sacramento,(773) 265-7605,6951631,Tuesday
2019-02-26,HOND,4D,BLK,E399237,IL,701 N. Sacramento,(773) 265-7605,6951642,Tuesday
2019-02-26,HOND,4D,GRY,AD50291,IL,10300 S. Doty,(773) 568-8495,2871558,Tuesday
2019-02-26,HOND,LL,WHI,AS85952,IL,10300 S. Doty,(773) 568-8495,2871511,Tuesday
2019-02-26,HOND,LL,BGE,AX12726,IL,10300 S. Doty,(773) 568-8495,2871512,Tuesday
2019-02-26,HOND,LL,GRN,499095,IL,10300 S. Doty,(773) 568-8495,2871580,Tuesday
2019-02-26,HYUN,2D,RED,612U260,IL,10300 S. Doty,(773) 568-8495,2871561,Tuesday
2019-02-26,HYUN,4D,RED,BB5S8J,MO,701 N. Sacramento,(773) 265-7605,6951606,Tuesday
2019-02-26,HYUN,4D,MAR,BF15353,IL,10300 S. Doty,(773) 568-8495,2871500,Tuesday
2019-02-26,HYUN,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2871579,Tuesday
2019-02-26,HYUN,LL,BLK,AX30887,IL,10300 S. Doty,(773) 785-9752,1718992,Tuesday
2019-02-26,HYUN,LL,WHI,N467849,LA,701 N. Sacramento,(773) 265-7605,6951635,Tuesday
2019-02-26,INFI,4D,GRN,AE69005,IL,10300 S. Doty,(773) 568-8495,2871553,Tuesday
2019-02-26,INFI,4D,BLU,AT87240,IL,701 N. Sacramento,(773) 265-7605,6951629,Tuesday
2019-02-26,INFI,4D,BLK,BD40362,IL,701 N. Sacramento,(773) 265-7605,6951557,Tuesday
2019-02-26,JEEP,LL,GRY,AQ80897,IL,10300 S. Doty,(773) 568-8495,2871506,Tuesday
2019-02-26,JEEP,LL,BGE,590U120,IL,10300 S. Doty,(773) 568-8495,2871502,Tuesday
2019-02-26,JEEP,LL,BLK,483862,IL,10300 S. Doty,(773) 568-8495,2871532,Tuesday
2019-02-26,JEEP,LL,RED,R640655,IL,10300 S. Doty,(773) 568-8495,2871547,Tuesday
2019-02-26,JEEP,LL,RED,Z294510,IL,10300 S. Doty,(773) 568-8495,2871497,Tuesday
2019-02-26,KIA,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2871581,Tuesday
2019-02-26,LEXS,4D,BLK,Z800109,IL,701 N. Sacramento,(773) 265-7605,6951636,Tuesday
2019-02-26,LEXS,4D,GRN,AV76429,IL,10300 S. Doty,(773) 568-8495,2871554,Tuesday
2019-02-26,LINC,LL,WHI,,IL,10300 S. Doty,(773) 785-9752,1718989,Tuesday
2019-02-26,MAZD,4D,BLK,ZV51564,IL,10300 S. Doty,(773) 568-8495,2871588,Tuesday
2019-02-26,MERC,4D,GRY,AE82412,IL,701 N. Sacramento,(773) 265-7605,6951639,Tuesday
2019-02-26,MERZ,4D,GRY,AH45018,IL,701 N. Sacramento,(773) 265-7605,6951561,Tuesday
2019-02-26,MITS,4D,SIL,AD30602,IL,701 N. Sacramento,(773) 265-7605,6951626,Tuesday
2019-02-26,NISS,4D,BLK,474U501,IL,10300 S. Doty,(773) 568-8495,2871567,Tuesday
2019-02-26,NISS,4D,SIL,ZZ25826,IL,701 N. Sacramento,(773) 265-7605,6951562,Tuesday
2019-02-26,NISS,4D,BLU,Y851395,IL,400 E. Lower Wacker,(312) 744-7550,200043,Tuesday
2019-02-26,NISS,LL,GRN,,IL,701 N. Sacramento,(773) 265-7605,6951577,Tuesday
2019-02-26,OLDS,LL,PLE,332520,IL,10300 S. Doty,(773) 568-8495,2871575,Tuesday
2019-02-26,PONT,4D,GRY,Z998677,IL,701 N. Sacramento,(773) 265-7605,6951624,Tuesday
2019-02-26,SATR,LL,SIL,AP18755,IL,10300 S. Doty,(773) 568-8495,2871501,Tuesday
2019-02-26,TOYT,2D,GRY,DXF8810,MI,701 N. Sacramento,(773) 265-7605,6951619,Tuesday
2019-02-26,TOYT,4D,WHI,TW5544,IL,400 E. Lower Wacker,(312) 744-7550,200053,Tuesday
2019-02-26,TOYT,4D,WHI,Z865770,IL,10300 S. Doty,(773) 568-8495,2871577,Tuesday
2019-02-26,TOYT,LL,SIL,AY39316,IL,10300 S. Doty,(773) 568-8495,2871534,Tuesday
2019-02-26,TOYT,LL,BLK,YIH402,IN,10300 S. Doty,(773) 568-8495,2871573,Tuesday
2019-02-26,TOYT,LL,GLD,AT83489,IL,701 N. Sacramento,(773) 265-7605,6951571,Tuesday
2019-02-26,VOLV,4D,BLK,DL3597D,IL,701 N. Sacramento,(773) 265-7605,6951641,Tuesday
2019-02-25,AUDI,4D,BRO,,IL,10300 S. Doty,(773) 568-8495,2871484,Monday
2019-02-25,BMW,2D,BLK,Q775141,IL,10300 S. Doty,(773) 568-8495,2871428,Monday
2019-02-25,BUIC,4D,DBL,BD46439,IL,701 N. Sacramento,(773) 265-7605,6951553,Monday
2019-02-25,BUIC,4D,BLU,BA42915,IL,701 N. Sacramento,(773) 265-7605,6951490,Monday
2019-02-25,CADI,4D,GLD,,IL,701 N. Sacramento,(773) 265-7605,6951548,Monday
2019-02-25,CHEV,2D,SIL,AX88689,IL,10300 S. Doty,(773) 568-8495,2871448,Monday
2019-02-25,CHEV,4D,RED,AJ44070,IL,10300 S. Doty,(773) 568-8495,2871444,Monday
2019-02-25,CHEV,4D,GRY,828098,IL,10300 S. Doty,(773) 568-8495,2871475,Monday
2019-02-25,CHEV,4D,RED,3094HW,KY,10300 S. Doty,(773) 568-8495,2871442,Monday
2019-02-25,CHEV,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2871495,Monday
2019-02-25,CHEV,4D,BLU,408U365,IL,10300 S. Doty,(773) 568-8495,2871491,Monday
2019-02-25,CHEV,LL,GRY,E701537,IL,10300 S. Doty,(773) 568-8495,2871490,Monday
2019-02-25,CHEV,LL,BLK,,IL,10300 S. Doty,(773) 568-8495,2871470,Monday
2019-02-25,CHEV,LL,GLD,Q274689,IL,10300 S. Doty,(773) 568-8495,2871449,Monday
2019-02-25,CHEV,PK,BLK,J265643,IL,701 N. Sacramento,(773) 265-1846,1538411,Monday
2019-02-25,CHEV,VN,GRY,434230,IL,701 N. Sacramento,(773) 265-7605,6951543,Monday
2019-02-25,CHRY,4D,BLK,V655751,IL,701 N. Sacramento,(773) 265-7605,6951515,Monday
2019-02-25,CHRY,4D,MAR,962MRB,MN,701 N. Sacramento,(773) 265-7605,6951491,Monday
2019-02-25,CHRY,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2871493,Monday
2019-02-25,CHRY,4D,WHI,D491VR,IN,701 N. Sacramento,(773) 265-7605,6951489,Monday
2019-02-25,CHRY,4D,GRY,27805R3,TX,10300 S. Doty,(773) 568-8495,2871488,Monday
2019-02-25,CHRY,4D,SIL,AQ75183,IL,10300 S. Doty,(773) 568-8495,2871435,Monday
2019-02-25,CHRY,VN,BGE,628KGT,OR,701 N. Sacramento,(773) 265-1846,1538416,Monday
2019-02-25,CHRY,VN,WHI,,IL,10300 S. Doty,(773) 568-8495,2871483,Monday
2019-02-25,DODG,4D,BLU,ACW8267,WI,10300 S. Doty,(773) 568-8495,2871486,Monday
2019-02-25,DODG,PK,RED,2387421B,IL,10300 S. Doty,(773) 568-8495,2871434,Monday
2019-02-25,DODG,VN,DBL,S941899,IL,701 N. Sacramento,(773) 265-7605,6951486,Monday
2019-02-25,FORD,4D,BLK,142BEY,IN,10300 S. Doty,(773) 568-8495,2871478,Monday
2019-02-25,FORD,4D,GRN,2179963B,IL,10300 S. Doty,(773) 568-8495,2871443,Monday
2019-02-25,GMC,PK,BLK,761YEX,CO,701 N. Sacramento,(773) 265-7605,6951539,Monday
2019-02-25,GMC,VN,TAN,,IL,701 N. Sacramento,(773) 265-7605,6951541,Monday
2019-02-25,HOND,2D,LGR,Q831596,IL,701 N. Sacramento,(773) 265-7605,6951546,Monday
2019-02-25,HOND,4D,GRY,AJ26979,IL,701 N. Sacramento,(773) 265-1846,1538417,Monday
2019-02-25,HOND,4D,GLD,,IL,701 N. Sacramento,(773) 265-7605,6951481,Monday
2019-02-25,HOND,4D,BLK,BE26543,IL,10300 S. Doty,(773) 568-8495,2871436,Monday
2019-02-25,HOND,VC,SIL,AX17150,IL,10300 S. Doty,(773) 568-8495,2871437,Monday
2019-02-25,JAGU,4D,DGR,,IL,701 N. Sacramento,(773) 265-7605,6951547,Monday
2019-02-25,JEEP,LL,GRY,AY12852,IL,701 N. Sacramento,(773) 265-1846,1538414,Monday
2019-02-25,JEEP,LL,SIL,,IL,10300 S. Doty,(773) 568-8495,2871447,Monday
2019-02-25,KIA,VN,WHI,,IL,10300 S. Doty,(773) 568-8495,2871426,Monday
2019-02-25,MERZ,4D,BLK,9542843,KY,10300 S. Doty,(773) 568-8495,2871433,Monday
2019-02-25,MERZ,LL,BLK,AU92619,IL,701 N. Sacramento,(773) 265-7605,6951538,Monday
2019-02-25,MITS,4D,BLK,545U970,IL,10300 S. Doty,(773) 568-8495,2871485,Monday
2019-02-25,NISS,2D,GRN,ZX25710,IL,701 N. Sacramento,(773) 265-7605,6951487,Monday
2019-02-25,TOYT,4D,WHI,511354,IL,10300 S. Doty,(773) 568-8495,2871492,Monday
2019-02-25,TOYT,LL,GRN,,IL,701 N. Sacramento,(773) 265-1846,1538418,Monday
2019-02-25,TOYT,VN,BRO,,IL,701 N. Sacramento,(773) 265-1846,1538413,Monday
2019-02-25,VESP,MB,SIL,,IL,701 N. Sacramento,(773) 265-1846,1538412,Monday
2019-02-25,VOLK,4D,SIL,V596068,IL,10300 S. Doty,(773) 568-8495,2871489,Monday
2019-02-25,VOLK,4D,GRN,,IL,10300 S. Doty,(773) 785-9752,1718988,Monday
2019-02-24,ACUR,2D,RED,AB69754,IL,10300 S. Doty,(773) 568-8495,2871363,Sunday
2019-02-24,ACUR,4T,WHI,AF41013,IL,701 N. Sacramento,(773) 265-7605,6951320,Sunday
2019-02-24,BUIC,4D,TAN,DSY8432,MI,701 N. Sacramento,(773) 265-7605,6951361,Sunday
2019-02-24,CHEV,4D,GRY,ACU9449,WI,701 N. Sacramento,(773) 265-7605,6951467,Sunday
2019-02-24,CHEV,4D,WHI,BD17235,IL,10300 S. Doty,(773) 568-8495,2871423,Sunday
2019-02-24,CHEV,4D,SIL,AT60270,IL,701 N. Sacramento,(773) 265-7605,6951350,Sunday
2019-02-24,CHEV,4D,GRY,AS32781,IL,701 N. Sacramento,(773) 265-7605,6951353,Sunday
2019-02-24,CHEV,4D,BLK,AH85140,IL,10300 S. Doty,(773) 568-8495,2871361,Sunday
2019-02-24,CHEV,4D,RED,355U880,IL,10300 S. Doty,(773) 568-8495,2871381,Sunday
2019-02-24,CHEV,4D,GRY,AV80935,IL,10300 S. Doty,(773) 568-8495,2871347,Sunday
2019-02-24,CHEV,4D,MAR,,IL,10300 S. Doty,(773) 568-8495,2871404,Sunday
2019-02-24,CHEV,4D,GRN,Z185326,IL,701 N. Sacramento,(773) 265-7605,6951470,Sunday
2019-02-24,CHEV,4D,GRN,,IL,701 N. Sacramento,(773) 265-7605,6951457,Sunday
2019-02-24,CHEV,LL,BLK,AX34619,IL,701 N. Sacramento,(773) 265-7605,6951314,Sunday
2019-02-24,CHEV,PK,MAR,2399264B,IL,10300 S. Doty,(773) 568-8495,2871420,Sunday
2019-02-24,CHEV,VN,WHI,Z541968,IL,701 N. Sacramento,(773) 265-7605,6951302,Sunday
2019-02-24,CHRY,4T,BLK,ZY53240,IL,701 N. Sacramento,(773) 265-7605,6951316,Sunday
2019-02-24,DODG,4D,SIL,8DYP064,CA,10300 S. Doty,(773) 568-8495,2871367,Sunday
2019-02-24,DODG,LL,GRY,AD79401,IL,701 N. Sacramento,(773) 265-7605,6951475,Sunday
2019-02-24,DODG,VN,BLU,AS87017,IL,10300 S. Doty,(773) 568-8495,2871354,Sunday
2019-02-24,DODG,VN,GRY,Z837528,IL,10300 S. Doty,(773) 568-8495,2871342,Sunday
2019-02-24,FORD,2T,BLU,AX17020,IL,10300 S. Doty,(773) 568-8495,2871341,Sunday
2019-02-24,FORD,4T,MAR,S706013,IL,701 N. Sacramento,(773) 265-7605,6951305,Sunday
2019-02-24,FORD,LL,SIL,ZZ22775,IL,10300 S. Doty,(773) 568-8495,2871414,Sunday
2019-02-24,FORD,LL,BLU,AS74048,IL,701 N. Sacramento,(773) 265-7605,6951351,Sunday
2019-02-24,FORD,VN,WHI,E638519,IL,701 N. Sacramento,(773) 265-7605,6951310,Sunday
2019-02-24,FORD,VN,GRY,CO9358,MN,10300 S. Doty,(773) 568-8495,2871346,Sunday
2019-02-24,GMC,VN,WHI,BA64581,IL,701 N. Sacramento,(773) 265-7605,6951407,Sunday
2019-02-24,GMC,VN,BLK,BE94698,IL,10300 S. Doty,(773) 568-8495,2871400,Sunday
2019-02-24,HOND,2D,BLK,AN58330,IL,701 N. Sacramento,(773) 265-7605,6951447,Sunday
2019-02-24,HOND,4D,BLU,CBBN676,B1,400 E. Lower Wacker,(312) 744-7550,999987,Sunday
2019-02-24,HYUN,4D,RED,DXL7049,MI,701 N. Sacramento,(773) 265-7605,6951414,Sunday
2019-02-24,HYUN,LL,SIL,AH30503,IL,701 N. Sacramento,(773) 265-7605,6951333,Sunday
2019-02-24,HYUN,LL,SIL,JYG5604,TX,10300 S. Doty,(773) 568-8495,2871413,Sunday
2019-02-24,HYUN,LL,WHI,AC43782,IL,701 N. Sacramento,(773) 265-7605,6951319,Sunday
2019-02-24,INFI,4D,BLK,AW25837,IL,701 N. Sacramento,(773) 265-7605,6951341,Sunday
2019-02-24,JAG,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2871401,Sunday
2019-02-24,JEEP,LL,SIL,AQ53331,IL,10300 S. Doty,(773) 568-8495,2871419,Sunday
2019-02-24,KIA,4D,SIL,Z428685,IL,701 N. Sacramento,(773) 265-7605,6951354,Sunday
2019-02-24,LEXS,4D,SIL,AM20531,IL,701 N. Sacramento,(773) 265-7605,6951359,Sunday
2019-02-24,LINC,4T,BLK,,IL,10300 S. Doty,(773) 568-8495,2871424,Sunday
2019-02-24,MAZD,4D,SIL,Q615906,IL,10300 S. Doty,(773) 568-8495,2871369,Sunday
2019-02-24,MAZD,VN,WHI,AX92768,IL,701 N. Sacramento,(773) 265-7605,6915312,Sunday
2019-02-24,MERC,4D,BLK,AS81359,IL,10300 S. Doty,(773) 568-8495,2871422,Sunday
2019-02-24,MERZ,4D,BLK,AY93895,IL,701 N. Sacramento,(773) 265-7605,6951471,Sunday
2019-02-24,MITS,4D,MAR,DL6327S,IL,10300 S. Doty,(773) 568-8495,2871338,Sunday
2019-02-24,MITS,4D,LBL,AW27250,IL,701 N. Sacramento,(773) 265-7605,6951348,Sunday
2019-02-24,NISS,4D,BGE,AC72018,IL,10300 S. Doty,(773) 568-8495,2871368,Sunday
2019-02-24,NISS,4D,SIL,AD55372,IL,701 N. Sacramento,(773) 265-7605,6951346,Sunday
2019-02-24,NISS,4T,LBL,ZNL751,LA,701 N. Sacramento,(773) 265-7605,6951313,Sunday
2019-02-24,OLDS,4D,GRN,BA70084,IL,10300 S. Doty,(773) 568-8495,2871407,Sunday
2019-02-24,OLDS,4D,MAR,,IL,10300 S. Doty,(773) 568-8495,2871403,Sunday
2019-02-24,PONT,4D,WHI,836TCX,AR,10300 S. Doty,(773) 568-8495,2871402,Sunday
2019-02-24,PONT,4D,GLD,514429,IL,701 N. Sacramento,(773) 265-7605,6951339,Sunday
2019-02-24,PONT,VN,WHI,BD98294,IL,701 N. Sacramento,(773) 265-7605,6951464,Sunday
2019-02-24,ROV,LL,BLU,E751246,IL,10300 S. Doty,(773) 568-8495,2871357,Sunday
2019-02-24,SATR,4D,BLU,ZV21795,IL,10300 S. Doty,(773) 568-8495,2871415,Sunday
2019-02-24,SUZI,LL,GRY,AQ47890,IL,701 N. Sacramento,(773) 265-7605,6951473,Sunday
2019-02-24,TOYT,4D,BLU,AL40003,IL,701 N. Sacramento,(773) 265-7605,6951347,Sunday
2019-02-24,TOYT,4D,WHI,ZZ50311,IL,701 N. Sacramento,(773) 265-7605,6951462,Sunday
2019-02-24,TOYT,VN,GLD,AZ47220,IL,701 N. Sacramento,(773) 265-7605,6951323,Sunday
2019-02-23,BMW,4D,BLK,AT46460,IL,10300 S. Doty,(773) 568-8495,2871306,Saturday
2019-02-23,BUIC,4T,TAN,T851637,IN,10300 S. Doty,(773) 568-8495,2871251,Saturday
2019-02-23,CADI,LL,BLK,Z273160,IL,10300 S. Doty,(773) 568-8495,482040,Saturday
2019-02-23,CHEV,2D,BLK,AW31724,IL,10300 S. Doty,(773) 568-8495,2871315,Saturday
2019-02-23,CHEV,4D,RED,366987,IL,10300 S. Doty,(773) 568-8495,2871336,Saturday
2019-02-23,CHEV,4D,SIL,Q623770,IL,701 N. Sacramento,(773) 265-7605,6951133,Saturday
2019-02-23,CHEV,4D,BLK,Q142392,IL,701 N. Sacramento,(773) 265-7605,6951277,Saturday
2019-02-23,CHEV,4D,WHI,410332,IL,701 N. Sacramento,(773) 265-7605,6951127,Saturday
2019-02-23,CHEV,4D,BLK,E848577,IL,701 N. Sacramento,(773) 265-7605,6951261,Saturday
2019-02-23,CHEV,4D,WHI,299U013,IL,701 N. Sacramento,(773) 265-7605,6951168,Saturday
2019-02-23,CHEV,4D,BLK,385U747,IL,10300 S. Doty,(773) 568-8495,2871326,Saturday
2019-02-23,CHEV,4D,WHI,AP23120,IL,10300 S. Doty,(773) 568-8495,2871316,Saturday
2019-02-23,CHEV,4D,SIL,ZX32967,IL,10300 S. Doty,(773) 568-8495,2871252,Saturday
2019-02-23,CHEV,4D,GRN,AP34663,IL,10300 S. Doty,(773) 568-8495,2871254,Saturday
2019-02-23,CHEV,4D,RED,HCE231,IA,10300 S. Doty,(773) 568-8495,2871311,Saturday
2019-02-23,CHEV,LL,SIL,AEM5175,WI,701 N. Sacramento,(773) 265-7605,6951232,Saturday
2019-02-23,CHEV,LL,BLK,,IL,701 N. Sacramento,(773) 265-7605,6951268,Saturday
2019-02-23,CHEV,LL,BRZ,V841165,IL,701 N. Sacramento,(773) 265-7605,6951139,Saturday
2019-02-23,CHRY,4D,BLK,AA72068,IL,10300 S. Doty,(773) 568-8495,2871335,Saturday
2019-02-23,CHRY,4D,GRY,BF18850,IL,10300 S. Doty,(773) 568-8495,2871233,Saturday
2019-02-23,CHRY,VN,GLD,BA72593,IL,10300 S. Doty,(773) 568-8495,2871242,Saturday
2019-02-23,DODG,4D,GRN,Z583218,IL,701 N. Sacramento,(773) 265-7605,6951171,Saturday
2019-02-23,DODG,4D,WHI,BB27005,IL,701 N. Sacramento,(773) 265-7605,6951178,Saturday
2019-02-23,DODG,4T,LBL,Y704938,IL,701 N. Sacramento,(773) 265-7605,6951140,Saturday
2019-02-23,FORD,4D,BLK,BF75265,IL,701 N. Sacramento,(773) 265-7605,6951176,Saturday
2019-02-23,FORD,4D,BLK,BC32917,IL,10300 S. Doty,(773) 568-8495,2871249,Saturday
2019-02-23,FORD,4D,MAR,AW19575,IL,10300 S. Doty,(773) 568-8495,2871333,Saturday
2019-02-23,FORD,4D,GRY,AT84770,IL,701 N. Sacramento,(773) 265-7605,6951264,Saturday
2019-02-23,FORD,4D,BLK,SK2723,IL,701 N. Sacramento,(773) 265-7605,6951267,Saturday
2019-02-23,FORD,4T,SIL,AT57355,IL,701 N. Sacramento,(773) 265-7605,6951135,Saturday
2019-02-23,FORD,VN,WHI,737WP,IN,701 N. Sacramento,(773) 265-7605,6951285,Saturday
2019-02-23,GMC,PK,BLU,1076367-,IL,701 N. Sacramento,(773) 265-7605,6951200,Saturday
2019-02-23,GMC,VN,BLU,2303669B,IL,701 N. Sacramento,(773) 265-7605,6951158,Saturday
2019-02-23,HOND,2D,GRN,Q197460,IL,701 N. Sacramento,(773) 265-7605,6951190,Saturday
2019-02-23,HOND,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6951276,Saturday
2019-02-23,HOND,4D,WHI,AX29832,IL,10300 S. Doty,(773) 568-8495,2871255,Saturday
2019-02-23,HOND,4D,MAR,BA36724,IL,10300 S. Doty,(773) 568-8495,2871310,Saturday
2019-02-23,HOND,4T,LBL,795578,IL,701 N. Sacramento,(773) 265-7605,6951163,Saturday
2019-02-23,HOND,LL,WHI,E700649,IL,701 N. Sacramento,(773) 265-7605,6951271,Saturday
2019-02-23,HYUN,4D,SIL,BD31734,IL,701 N. Sacramento,(773) 265-7605,6951255,Saturday
2019-02-23,HYUN,4D,DBL,Q329346,IL,701 N. Sacramento,(773) 265-7605,6915242,Saturday
2019-02-23,INFI,4D,GRY,ZX72712,IL,701 N. Sacramento,(773) 265-7605,6951187,Saturday
2019-02-23,JEEP,LL,BLK,H684758,IL,701 N. Sacramento,(773) 265-7605,6915241,Saturday
2019-02-23,JEEP,LL,BLK,,IL,10300 S. Doty,(773) 568-8495,2871321,Saturday
2019-02-23,KIA,LL,BLU,AJ13447,IL,10300 S. Doty,(773) 568-8495,2871237,Saturday
2019-02-23,LEXS,LL,WHI,AT93917,IL,701 N. Sacramento,(773) 265-7605,6951151,Saturday
2019-02-23,MAZD,4T,BLK,AN71988,IL,701 N. Sacramento,(773) 265-7605,6951145,Saturday
2019-02-23,MERC,4D,BLK,BA40349,IL,701 N. Sacramento,(773) 265-7605,6915299,Saturday
2019-02-23,NISS,4D,BLK,L919307,IL,701 N. Sacramento,(773) 265-7605,6951243,Saturday
2019-02-23,NISS,4D,BLK,9319127,IN,10300 S. Doty,(773) 568-8495,2871248,Saturday
2019-02-23,NISS,4D,BRZ,Q141081,IL,701 N. Sacramento,(773) 265-7605,6951260,Saturday
2019-02-23,NISS,4D,RED,AV34134,IL,701 N. Sacramento,(773) 265-7605,6951173,Saturday
2019-02-23,NISS,LL,MAR,ZX29055,IL,10300 S. Doty,(773) 568-8495,2871235,Saturday
2019-02-23,NISS,PK,RED,208235AV,IL,701 N. Sacramento,(773) 265-7605,6951160,Saturday
2019-02-23,OLDS,4D,MAR,GTV655,IA,701 N. Sacramento,(773) 265-7605,6951288,Saturday
2019-02-23,OLDS,4D,SIL,BB17670,IL,10300 S. Doty,(773) 568-8495,2871320,Saturday
2019-02-23,PONT,4D,SIL,BA42145,IL,701 N. Sacramento,(773) 265-7605,6951287,Saturday
2019-02-23,SUBA,4D,GRY,V639344,IL,701 N. Sacramento,(773) 265-7605,6951180,Saturday
2019-02-23,TOYO,4D,GRN,BA96244,IL,701 N. Sacramento,(773) 265-7605,6951129,Saturday
2019-02-23,TOYT,2H,SIL,AJ92260,IL,701 N. Sacramento,(773) 265-7605,6951159,Saturday
2019-02-23,TOYT,4D,BLU,546U956,IL,701 N. Sacramento,(773) 265-7605,6951270,Saturday
2019-02-23,TOYT,4D,TAN,L842490,IL,701 N. Sacramento,(773) 265-7605,6951161,Saturday
2019-02-23,TOYT,4D,BLK,363U649,IL,10300 S. Doty,(773) 568-8495,2871241,Saturday
2019-02-23,TOYT,LL,GRY,AT57709,IL,701 N. Sacramento,(773) 265-7605,6951295,Saturday
2019-02-23,VOLK,4D,BLK,Q241963,IL,701 N. Sacramento,(773) 265-7605,6951194,Saturday
2019-02-23,VOLK,4D,BLK,E709038,IL,701 N. Sacramento,(773) 265-7605,9014341,Saturday
2019-02-23,VOLK,LL,WHI,AF85413,IL,701 N. Sacramento,(773) 265-7605,6951252,Saturday
2019-02-23,VOLV,4D,BLU,658639,IL,10300 S. Doty,(773) 568-8495,2871327,Saturday
2019-02-23,VOLV,4D,SIL,538U415,IL,10300 S. Doty,(773) 568-8495,2871303,Saturday
2019-02-22,ACUR,4D,BLU,Z837189,IL,701 N. Sacramento,(773) 265-7605,6951013,Friday
2019-02-22,BUIC,4D,GRN,AX48378,IL,701 N. Sacramento,(773) 265-7605,6951088,Friday
2019-02-22,BUIC,LL,BLK,218U547,IL,701 N. Sacramento,(773) 265-7605,6951106,Friday
2019-02-22,CADI,4D,WHI,Q618324,IL,701 N. Sacramento,(773) 265-1846,1538406,Friday
2019-02-22,CADI,4D,BLK,AV96466,IL,701 N. Sacramento,(773) 265-7605,6951018,Friday
2019-02-22,CHEV,4D,MAR,BA15514,IL,701 N. Sacramento,(773) 265-7605,6951019,Friday
2019-02-22,CHEV,4D,WHI,N295537,IL,701 N. Sacramento,(773) 265-7605,6950982,Friday
2019-02-22,CHEV,4D,GRN,507141,IL,10300 S. Doty,(773) 568-8495,2871198,Friday
2019-02-22,CHEV,4D,BLK,Q461942,IL,10300 S. Doty,(773) 568-8495,2871189,Friday
